branch,skills,cgpa,projects,internships,communication,career
CSE,verilog vlsi design circuits,8.16,2,0,10,Hardware Engineer
CSE,aws docker kubernetes cloud,7.17,4,1,8,DevOps Engineer
CSE,flutter mobile apps firebase,6.69,3,2,7,Mobile App Developer
CSE,python machine learning ai data analysis,7.01,1,1,10,Data Scientist
CSE,construction surveying site work,9.18,2,1,7,Site Engineer
CSE,robotics automation design,7.42,3,0,7,Design Engineer
CSE,structure planning autocad,8.46,3,0,6,Civil Engineer
CSE,python flask apis backend,9.16,1,0,10,Backend Developer
CSE,autocad solidworks design,8.52,5,1,8,Design Engineer
CSE,aws docker kubernetes cloud,8.87,3,2,6,DevOps Engineer
CSE,aws docker kubernetes cloud,7.49,5,1,6,DevOps Engineer
CSE,mechanical cad cam,8.92,3,2,10,Mechanical Engineer
CSE,nodejs express mongodb api,6.78,3,0,6,Backend Developer
CSE,java spring boot microservices,7.64,1,2,7,Software Engineer
CSE,mechanical cad cam,9.34,3,1,9,Mechanical Engineer
CSE,python flask apis backend,8.07,5,1,6,Backend Developer
CSE,java spring boot microservices,7.88,1,0,9,Software Engineer
CSE,thermal systems manufacturing,9.34,3,1,8,Mechanical Engineer
CSE,signal processing electronics,8.74,1,0,9,Embedded Engineer
CSE,react node mongodb fullstack,9.2,1,2,6,Full Stack Developer
CSE,iot sensors arduino embedded,7.14,1,1,7,IoT Engineer
CSE,cyber security linux networking,7.02,3,1,9,Security Analyst
CSE,python flask apis backend,8.18,5,2,6,Backend Developer
CSE,autocad solidworks design,6.78,3,1,6,Design Engineer
CSE,react node mongodb fullstack,8.32,3,1,6,Full Stack Developer
CSE,nodejs express mongodb api,7.65,5,1,9,Backend Developer
CSE,react node mongodb fullstack,8.08,5,2,10,Full Stack Developer
CSE,python machine learning ai data analysis,8.63,1,1,6,Data Scientist
CSE,structure planning autocad,8.85,5,1,6,Civil Engineer
CSE,react node mongodb fullstack,8.33,1,1,10,Full Stack Developer
CSE,html css javascript react,7.65,2,2,9,Frontend Developer
CSE,cyber security linux networking,7.53,4,2,7,Security Analyst
CSE,python machine learning ai data analysis,6.97,2,2,8,Data Scientist
CSE,thermal systems manufacturing,8.64,3,2,9,Mechanical Engineer
CSE,infrastructure design planning,8.94,4,1,8,Site Engineer
CSE,structure planning autocad,8.67,5,2,7,Civil Engineer
CSE,python flask apis backend,7.63,4,1,9,Backend Developer
CSE,html css javascript react,7.58,5,1,8,Frontend Developer
CSE,construction surveying site work,7.84,3,1,9,Site Engineer
CSE,html css javascript react,7.78,3,2,6,Frontend Developer
CSE,java spring boot microservices,7.5,2,0,8,Software Engineer
CSE,aws docker kubernetes cloud,8.08,3,2,7,DevOps Engineer
CSE,structure planning autocad,8.85,3,1,6,Civil Engineer
CSE,ai deep learning neural networks,6.76,5,0,9,AI Engineer
CSE,ai deep learning neural networks,8.45,2,0,8,AI Engineer
CSE,django python sql backend,9.33,5,0,6,Backend Developer
CSE,nodejs express mongodb api,7.62,3,2,7,Backend Developer
CSE,iot sensors arduino embedded,6.56,2,1,9,IoT Engineer
CSE,mechanical cad cam,6.74,4,0,6,Mechanical Engineer
CSE,nodejs express mongodb api,8.31,5,2,6,Backend Developer
CSE,iot sensors arduino embedded,8.16,1,0,9,IoT Engineer
CSE,cyber security linux networking,7.65,4,1,10,Security Analyst
CSE,signal processing electronics,8.85,1,2,10,Embedded Engineer
CSE,thermal systems manufacturing,7.57,5,2,6,Mechanical Engineer
CSE,signal processing electronics,7.14,3,1,6,Embedded Engineer
CSE,python flask apis backend,6.85,1,2,10,Backend Developer
CSE,mechanical cad cam,7.96,4,1,8,Mechanical Engineer
CSE,flutter mobile apps firebase,8.4,4,1,10,Mobile App Developer
CSE,aws docker kubernetes cloud,8.77,2,1,9,DevOps Engineer
CSE,java spring boot microservices,8.27,1,1,10,Software Engineer
CSE,ai deep learning neural networks,8.75,2,0,8,AI Engineer
CSE,cyber security linux networking,7.5,2,2,10,Security Analyst
CSE,mechanical cad cam,7.91,1,0,8,Mechanical Engineer
CSE,structure planning autocad,9.28,5,2,9,Civil Engineer
CSE,java spring boot microservices,8.99,5,2,10,Software Engineer
CSE,signal processing electronics,7.35,4,2,10,Embedded Engineer
CSE,django python sql backend,9.42,4,2,6,Backend Developer
CSE,ai deep learning neural networks,8.58,1,1,6,AI Engineer
CSE,python machine learning ai data analysis,7.24,5,1,6,Data Scientist
CSE,robotics automation design,9.06,1,1,6,Design Engineer
CSE,flutter mobile apps firebase,6.85,2,0,10,Mobile App Developer
CSE,python flask apis backend,8.37,2,0,7,Backend Developer
CSE,flutter mobile apps firebase,7.67,5,2,7,Mobile App Developer
CSE,python flask apis backend,7.54,4,1,9,Backend Developer
CSE,nodejs express mongodb api,7.16,3,2,8,Backend Developer
CSE,structure planning autocad,6.97,5,1,7,Civil Engineer
CSE,ai deep learning neural networks,8.98,1,2,8,AI Engineer
CSE,thermal systems manufacturing,7.57,5,2,9,Mechanical Engineer
CSE,html css javascript react,7.69,1,2,8,Frontend Developer
CSE,verilog vlsi design circuits,7.62,3,0,7,Hardware Engineer
CSE,cyber security linux networking,8.07,5,2,6,Security Analyst
CSE,python machine learning ai data analysis,9.39,5,1,9,Data Scientist
CSE,mechanical cad cam,8.2,2,1,6,Mechanical Engineer
CSE,python flask apis backend,7.48,2,1,10,Backend Developer
CSE,geotechnical civil engineering,6.76,3,0,7,Civil Engineer
CSE,infrastructure design planning,9.08,2,2,6,Site Engineer
CSE,autocad solidworks design,8.76,5,0,8,Design Engineer
CSE,robotics automation design,7.84,5,1,10,Design Engineer
CSE,thermal systems manufacturing,8.21,3,0,8,Mechanical Engineer
CSE,thermal systems manufacturing,8.65,1,2,9,Mechanical Engineer
CSE,python flask apis backend,6.63,3,0,6,Backend Developer
CSE,ai deep learning neural networks,7.41,5,2,10,AI Engineer
CSE,robotics automation design,8.05,1,2,7,Design Engineer
CSE,mechanical cad cam,9.34,3,1,7,Mechanical Engineer
CSE,signal processing electronics,7.09,4,1,10,Embedded Engineer
CSE,mechanical cad cam,9.06,5,1,8,Mechanical Engineer
CSE,ai deep learning neural networks,8.97,4,2,10,AI Engineer
CSE,verilog vlsi design circuits,6.7,3,2,6,Hardware Engineer
CSE,html css javascript react,9.25,2,1,8,Frontend Developer
CSE,construction surveying site work,9.45,1,0,7,Site Engineer
CSE,embedded c microcontrollers,8.02,1,2,6,Embedded Engineer
CSE,django python sql backend,8.7,4,1,8,Backend Developer
CSE,java spring boot microservices,8.73,4,0,6,Software Engineer
CSE,cyber security linux networking,8.87,2,2,7,Security Analyst
CSE,robotics automation design,7.62,5,2,6,Design Engineer
CSE,iot sensors arduino embedded,8.67,1,0,10,IoT Engineer
CSE,django python sql backend,6.94,3,1,10,Backend Developer
CSE,thermal systems manufacturing,6.7,1,1,6,Mechanical Engineer
CSE,structure planning autocad,8.17,3,1,10,Civil Engineer
CSE,structure planning autocad,7.98,5,0,10,Civil Engineer
CSE,geotechnical civil engineering,6.7,4,1,6,Civil Engineer
CSE,flutter mobile apps firebase,7.78,4,0,10,Mobile App Developer
CSE,embedded c microcontrollers,8.78,1,0,8,Embedded Engineer
CSE,verilog vlsi design circuits,6.76,1,0,6,Hardware Engineer
CSE,signal processing electronics,8.6,5,1,8,Embedded Engineer
CSE,infrastructure design planning,7.96,5,0,9,Site Engineer
CSE,java spring boot microservices,8.08,4,2,9,Software Engineer
CSE,html css javascript react,8.25,1,1,7,Frontend Developer
CSE,construction surveying site work,8.03,2,0,6,Site Engineer
CSE,mechanical cad cam,6.88,4,2,9,Mechanical Engineer
CSE,construction surveying site work,7.6,5,1,7,Site Engineer
CSE,flutter mobile apps firebase,7.23,1,0,8,Mobile App Developer
CSE,python machine learning ai data analysis,6.7,5,2,9,Data Scientist
CSE,robotics automation design,9.37,5,1,9,Design Engineer
CSE,react node mongodb fullstack,9.44,1,0,9,Full Stack Developer
CSE,thermal systems manufacturing,7.3,3,1,6,Mechanical Engineer
CSE,geotechnical civil engineering,6.82,2,1,9,Civil Engineer
CSE,ai deep learning neural networks,7.65,1,1,7,AI Engineer
CSE,autocad solidworks design,8.7,2,0,9,Design Engineer
CSE,autocad solidworks design,8.87,2,0,7,Design Engineer
CSE,mechanical cad cam,6.51,2,2,7,Mechanical Engineer
CSE,aws docker kubernetes cloud,9.3,5,1,6,DevOps Engineer
CSE,thermal systems manufacturing,8.48,5,0,8,Mechanical Engineer
CSE,verilog vlsi design circuits,9.29,5,0,9,Hardware Engineer
CSE,cyber security linux networking,7.14,1,2,8,Security Analyst
CSE,robotics automation design,9.16,2,0,7,Design Engineer
CSE,python machine learning ai data analysis,8.49,1,2,9,Data Scientist
CSE,python flask apis backend,8.18,4,2,6,Backend Developer
CSE,infrastructure design planning,8.61,2,1,9,Site Engineer
CSE,java spring boot microservices,7.36,5,2,6,Software Engineer
CSE,verilog vlsi design circuits,9.41,5,2,7,Hardware Engineer
CSE,cyber security linux networking,7.6,1,0,8,Security Analyst
CSE,embedded c microcontrollers,9.12,2,2,10,Embedded Engineer
CSE,construction surveying site work,7.43,5,1,9,Site Engineer
CSE,html css javascript react,8.96,4,2,8,Frontend Developer
CSE,aws docker kubernetes cloud,7.17,2,1,8,DevOps Engineer
CSE,iot sensors arduino embedded,8.62,4,1,7,IoT Engineer
CSE,embedded c microcontrollers,7.6,2,0,10,Embedded Engineer
CSE,cyber security linux networking,7.97,4,1,10,Security Analyst
CSE,ai deep learning neural networks,6.72,4,0,10,AI Engineer
CSE,infrastructure design planning,9.14,4,2,9,Site Engineer
CSE,verilog vlsi design circuits,8.17,4,0,9,Hardware Engineer
CSE,autocad solidworks design,6.96,1,1,10,Design Engineer
CSE,structure planning autocad,7.86,3,0,10,Civil Engineer
CSE,ai deep learning neural networks,8.0,4,0,6,AI Engineer
CSE,html css javascript react,9.35,1,1,8,Frontend Developer
CSE,iot sensors arduino embedded,6.59,2,0,8,IoT Engineer
CSE,django python sql backend,7.77,1,0,7,Backend Developer
CSE,iot sensors arduino embedded,8.55,5,2,7,IoT Engineer
CSE,react node mongodb fullstack,8.13,3,0,8,Full Stack Developer
CSE,construction surveying site work,9.27,1,2,9,Site Engineer
CSE,verilog vlsi design circuits,8.5,2,2,8,Hardware Engineer
CSE,aws docker kubernetes cloud,7.97,4,1,6,DevOps Engineer
CSE,flutter mobile apps firebase,6.92,2,0,6,Mobile App Developer
CSE,django python sql backend,9.49,3,1,9,Backend Developer
CSE,infrastructure design planning,8.79,5,0,6,Site Engineer
CSE,flutter mobile apps firebase,9.44,5,2,7,Mobile App Developer
CSE,robotics automation design,6.7,4,0,6,Design Engineer
CSE,verilog vlsi design circuits,7.6,3,2,10,Hardware Engineer
CSE,thermal systems manufacturing,7.33,2,0,8,Mechanical Engineer
CSE,aws docker kubernetes cloud,6.65,2,2,10,DevOps Engineer
CSE,geotechnical civil engineering,6.79,3,0,7,Civil Engineer
CSE,html css javascript react,9.46,1,1,7,Frontend Developer
CSE,signal processing electronics,7.05,5,0,6,Embedded Engineer
CSE,ai deep learning neural networks,7.86,1,2,8,AI Engineer
CSE,signal processing electronics,7.13,5,1,9,Embedded Engineer
CSE,thermal systems manufacturing,8.06,3,1,8,Mechanical Engineer
CSE,embedded c microcontrollers,9.0,2,0,8,Embedded Engineer
CSE,python flask apis backend,9.36,5,1,7,Backend Developer
CSE,flutter mobile apps firebase,7.21,5,2,8,Mobile App Developer
CSE,nodejs express mongodb api,8.07,3,1,8,Backend Developer
CSE,iot sensors arduino embedded,8.5,4,1,7,IoT Engineer
CSE,signal processing electronics,6.96,4,2,9,Embedded Engineer
CSE,python flask apis backend,7.93,4,0,7,Backend Developer
CSE,python machine learning ai data analysis,6.7,2,2,10,Data Scientist
CSE,nodejs express mongodb api,8.87,1,2,6,Backend Developer
CSE,construction surveying site work,9.49,5,2,9,Site Engineer
CSE,ai deep learning neural networks,7.18,2,2,8,AI Engineer
CSE,autocad solidworks design,8.27,2,0,10,Design Engineer
CSE,mechanical cad cam,7.07,4,0,8,Mechanical Engineer
CSE,flutter mobile apps firebase,7.79,2,0,8,Mobile App Developer
CSE,react node mongodb fullstack,8.99,1,0,6,Full Stack Developer
CSE,signal processing electronics,8.82,4,1,10,Embedded Engineer
CSE,verilog vlsi design circuits,6.6,1,2,6,Hardware Engineer
CSE,ai deep learning neural networks,7.09,5,2,7,AI Engineer
CSE,cyber security linux networking,7.59,2,1,9,Security Analyst
CSE,cyber security linux networking,7.29,1,2,8,Security Analyst
CSE,html css javascript react,7.76,4,2,6,Frontend Developer
CSE,construction surveying site work,8.51,4,2,9,Site Engineer
CSE,react node mongodb fullstack,8.78,1,0,9,Full Stack Developer
CSE,iot sensors arduino embedded,6.61,3,1,10,IoT Engineer
CSE,flutter mobile apps firebase,9.38,5,0,8,Mobile App Developer
CSE,aws docker kubernetes cloud,7.43,5,2,8,DevOps Engineer
CSE,structure planning autocad,9.09,5,1,8,Civil Engineer
CSE,django python sql backend,6.88,4,1,8,Backend Developer
CSE,mechanical cad cam,8.07,4,1,9,Mechanical Engineer
CSE,cyber security linux networking,7.42,3,0,7,Security Analyst
CSE,nodejs express mongodb api,9.18,1,1,6,Backend Developer
CSE,nodejs express mongodb api,9.34,1,1,7,Backend Developer
CSE,aws docker kubernetes cloud,7.46,2,1,8,DevOps Engineer
CSE,django python sql backend,7.63,1,1,9,Backend Developer
CSE,mechanical cad cam,6.85,4,2,6,Mechanical Engineer
CSE,infrastructure design planning,7.01,5,1,6,Site Engineer
CSE,java spring boot microservices,7.97,5,1,8,Software Engineer
CSE,construction surveying site work,8.26,3,0,9,Site Engineer
CSE,ai deep learning neural networks,6.67,3,0,7,AI Engineer
CSE,nodejs express mongodb api,8.3,5,0,6,Backend Developer
CSE,infrastructure design planning,8.95,2,0,8,Site Engineer
CSE,autocad solidworks design,7.76,1,0,9,Design Engineer
CSE,java spring boot microservices,7.8,3,0,9,Software Engineer
CSE,geotechnical civil engineering,6.58,2,2,7,Civil Engineer
CSE,signal processing electronics,8.69,5,2,7,Embedded Engineer
CSE,react node mongodb fullstack,8.88,1,1,7,Full Stack Developer
CSE,autocad solidworks design,7.15,1,2,8,Design Engineer
CSE,django python sql backend,7.85,2,1,9,Backend Developer
CSE,mechanical cad cam,9.05,2,2,7,Mechanical Engineer
CSE,infrastructure design planning,6.72,4,0,8,Site Engineer
CSE,python flask apis backend,8.83,5,2,7,Backend Developer
CSE,signal processing electronics,9.38,1,0,10,Embedded Engineer
CSE,embedded c microcontrollers,6.71,3,0,8,Embedded Engineer
CSE,ai deep learning neural networks,8.08,4,2,10,AI Engineer
CSE,signal processing electronics,8.37,4,2,10,Embedded Engineer
CSE,robotics automation design,8.83,1,1,9,Design Engineer
CSE,construction surveying site work,7.71,3,1,8,Site Engineer
CSE,python machine learning ai data analysis,7.81,5,1,9,Data Scientist
CSE,flutter mobile apps firebase,8.58,5,1,8,Mobile App Developer
CSE,react node mongodb fullstack,7.54,5,0,7,Full Stack Developer
CSE,java spring boot microservices,8.55,3,1,8,Software Engineer
CSE,django python sql backend,7.15,2,1,6,Backend Developer
CSE,aws docker kubernetes cloud,7.31,5,1,10,DevOps Engineer
CSE,aws docker kubernetes cloud,8.08,2,2,6,DevOps Engineer
CSE,verilog vlsi design circuits,8.29,5,1,10,Hardware Engineer
CSE,django python sql backend,8.34,4,1,8,Backend Developer
CSE,django python sql backend,8.91,5,2,9,Backend Developer
CSE,python machine learning ai data analysis,7.38,1,1,7,Data Scientist
CSE,aws docker kubernetes cloud,9.03,5,1,8,DevOps Engineer
CSE,geotechnical civil engineering,8.16,5,0,8,Civil Engineer
CSE,signal processing electronics,7.61,1,2,9,Embedded Engineer
CSE,structure planning autocad,7.51,2,1,6,Civil Engineer
CSE,iot sensors arduino embedded,7.13,4,2,10,IoT Engineer
CSE,python flask apis backend,7.71,1,1,6,Backend Developer
CSE,ai deep learning neural networks,9.5,2,0,8,AI Engineer
CSE,verilog vlsi design circuits,9.14,1,0,7,Hardware Engineer
CSE,python machine learning ai data analysis,7.16,2,1,7,Data Scientist
CSE,thermal systems manufacturing,9.37,4,0,8,Mechanical Engineer
CSE,mechanical cad cam,7.62,4,1,9,Mechanical Engineer
CSE,html css javascript react,6.75,1,1,10,Frontend Developer
CSE,react node mongodb fullstack,6.52,3,0,6,Full Stack Developer
CSE,structure planning autocad,9.36,4,2,9,Civil Engineer
CSE,geotechnical civil engineering,9.22,4,2,9,Civil Engineer
CSE,django python sql backend,7.56,4,2,10,Backend Developer
CSE,aws docker kubernetes cloud,8.82,1,2,7,DevOps Engineer
CSE,react node mongodb fullstack,6.93,4,2,9,Full Stack Developer
CSE,autocad solidworks design,6.72,2,1,7,Design Engineer
CSE,autocad solidworks design,7.5,5,2,7,Design Engineer
CSE,robotics automation design,7.59,5,1,9,Design Engineer
CSE,infrastructure design planning,7.93,4,0,7,Site Engineer
CSE,nodejs express mongodb api,6.6,2,0,6,Backend Developer
CSE,autocad solidworks design,9.2,1,0,6,Design Engineer
CSE,nodejs express mongodb api,6.71,1,0,7,Backend Developer
CSE,python machine learning ai data analysis,7.44,3,2,10,Data Scientist
CSE,embedded c microcontrollers,7.15,1,0,9,Embedded Engineer
CSE,ai deep learning neural networks,7.61,4,2,9,AI Engineer
CSE,aws docker kubernetes cloud,6.74,5,0,10,DevOps Engineer
CSE,cyber security linux networking,7.47,3,0,7,Security Analyst
CSE,embedded c microcontrollers,7.85,2,1,8,Embedded Engineer
CSE,python machine learning ai data analysis,7.01,5,0,8,Data Scientist
CSE,flutter mobile apps firebase,8.09,3,2,8,Mobile App Developer
CSE,flutter mobile apps firebase,8.31,5,0,10,Mobile App Developer
CSE,python machine learning ai data analysis,7.13,3,1,10,Data Scientist
CSE,python flask apis backend,7.12,4,1,9,Backend Developer
CSE,html css javascript react,7.67,1,2,6,Frontend Developer
CSE,verilog vlsi design circuits,7.49,1,0,10,Hardware Engineer
CSE,thermal systems manufacturing,9.27,3,0,8,Mechanical Engineer
CSE,iot sensors arduino embedded,8.44,1,2,10,IoT Engineer
CSE,mechanical cad cam,7.54,5,1,8,Mechanical Engineer
CSE,django python sql backend,9.02,1,2,7,Backend Developer
CSE,thermal systems manufacturing,7.71,4,2,10,Mechanical Engineer
CSE,nodejs express mongodb api,8.15,3,0,7,Backend Developer
CSE,python machine learning ai data analysis,9.22,3,1,7,Data Scientist
CSE,autocad solidworks design,6.72,1,1,8,Design Engineer
CSE,python flask apis backend,9.1,4,1,6,Backend Developer
CSE,react node mongodb fullstack,6.95,2,2,7,Full Stack Developer
CSE,nodejs express mongodb api,9.39,3,2,10,Backend Developer
CSE,python machine learning ai data analysis,7.05,1,2,9,Data Scientist
CSE,structure planning autocad,7.84,3,2,9,Civil Engineer
CSE,python machine learning ai data analysis,9.3,1,1,10,Data Scientist
CSE,geotechnical civil engineering,9.36,1,0,7,Civil Engineer
CSE,thermal systems manufacturing,9.19,2,0,10,Mechanical Engineer
CSE,java spring boot microservices,7.99,5,2,9,Software Engineer
CSE,iot sensors arduino embedded,6.71,1,2,7,IoT Engineer
CSE,thermal systems manufacturing,6.95,3,1,8,Mechanical Engineer
CSE,aws docker kubernetes cloud,6.79,1,1,7,DevOps Engineer
CSE,robotics automation design,7.31,2,0,8,Design Engineer
CSE,signal processing electronics,8.76,1,1,10,Embedded Engineer
CSE,infrastructure design planning,7.52,5,2,9,Site Engineer
CSE,verilog vlsi design circuits,8.25,4,2,9,Hardware Engineer
CSE,structure planning autocad,7.64,4,0,7,Civil Engineer
CSE,cyber security linux networking,8.14,5,1,7,Security Analyst
CSE,robotics automation design,7.32,5,2,8,Design Engineer
CSE,infrastructure design planning,8.19,5,0,8,Site Engineer
CSE,aws docker kubernetes cloud,7.22,2,2,10,DevOps Engineer
CSE,cyber security linux networking,7.58,1,1,10,Security Analyst
CSE,java spring boot microservices,6.56,2,0,10,Software Engineer
CSE,embedded c microcontrollers,6.72,3,0,6,Embedded Engineer
CSE,geotechnical civil engineering,6.65,1,1,10,Civil Engineer
CSE,robotics automation design,9.12,1,1,10,Design Engineer
CSE,ai deep learning neural networks,9.04,1,1,8,AI Engineer
CSE,embedded c microcontrollers,8.8,5,2,9,Embedded Engineer
CSE,thermal systems manufacturing,6.56,5,2,7,Mechanical Engineer
CSE,html css javascript react,7.96,2,2,9,Frontend Developer
CSE,ai deep learning neural networks,8.5,3,0,7,AI Engineer
CSE,infrastructure design planning,6.61,3,1,6,Site Engineer
CSE,thermal systems manufacturing,9.42,1,0,7,Mechanical Engineer
CSE,structure planning autocad,8.72,2,0,9,Civil Engineer
CSE,verilog vlsi design circuits,8.08,4,0,9,Hardware Engineer
CSE,react node mongodb fullstack,8.28,4,1,8,Full Stack Developer
CSE,iot sensors arduino embedded,7.95,5,0,10,IoT Engineer
CSE,nodejs express mongodb api,8.44,3,2,8,Backend Developer
CSE,autocad solidworks design,6.57,4,2,10,Design Engineer
CSE,react node mongodb fullstack,9.15,3,1,10,Full Stack Developer
CSE,mechanical cad cam,6.95,3,2,8,Mechanical Engineer
CSE,cyber security linux networking,7.66,2,2,9,Security Analyst
CSE,structure planning autocad,8.88,4,1,7,Civil Engineer
CSE,thermal systems manufacturing,7.75,3,1,9,Mechanical Engineer
CSE,geotechnical civil engineering,7.98,2,0,7,Civil Engineer
CSE,ai deep learning neural networks,7.67,4,0,9,AI Engineer
CSE,flutter mobile apps firebase,8.43,5,0,6,Mobile App Developer
CSE,python machine learning ai data analysis,9.04,2,2,9,Data Scientist
CSE,thermal systems manufacturing,7.79,1,0,8,Mechanical Engineer
CSE,django python sql backend,7.51,2,2,8,Backend Developer
CSE,verilog vlsi design circuits,7.4,2,2,9,Hardware Engineer
CSE,aws docker kubernetes cloud,6.62,1,0,10,DevOps Engineer
CSE,robotics automation design,8.52,4,0,6,Design Engineer
CSE,html css javascript react,7.99,4,0,6,Frontend Developer
CSE,iot sensors arduino embedded,8.52,5,0,9,IoT Engineer
CSE,structure planning autocad,8.75,3,0,9,Civil Engineer
CSE,nodejs express mongodb api,7.14,5,0,8,Backend Developer
CSE,aws docker kubernetes cloud,7.21,1,1,9,DevOps Engineer
CSE,html css javascript react,9.48,3,2,8,Frontend Developer
CSE,geotechnical civil engineering,6.85,1,2,8,Civil Engineer
CSE,react node mongodb fullstack,8.41,2,2,10,Full Stack Developer
CSE,infrastructure design planning,8.68,2,0,10,Site Engineer
CSE,iot sensors arduino embedded,8.64,3,0,6,IoT Engineer
CSE,python machine learning ai data analysis,7.98,3,2,7,Data Scientist
CSE,verilog vlsi design circuits,7.33,4,0,8,Hardware Engineer
CSE,flutter mobile apps firebase,8.99,4,0,6,Mobile App Developer
CSE,iot sensors arduino embedded,6.5,4,0,6,IoT Engineer
CSE,embedded c microcontrollers,6.71,2,1,7,Embedded Engineer
CSE,construction surveying site work,7.28,5,0,10,Site Engineer
CSE,thermal systems manufacturing,6.89,2,0,6,Mechanical Engineer
CSE,aws docker kubernetes cloud,7.95,1,0,10,DevOps Engineer
CSE,python flask apis backend,7.81,3,1,10,Backend Developer
CSE,django python sql backend,8.86,1,0,10,Backend Developer
CSE,java spring boot microservices,8.11,3,2,6,Software Engineer
CSE,verilog vlsi design circuits,7.27,4,1,10,Hardware Engineer
CSE,signal processing electronics,9.21,4,2,6,Embedded Engineer
CSE,python machine learning ai data analysis,8.99,2,0,8,Data Scientist
CSE,java spring boot microservices,8.91,4,2,6,Software Engineer
CSE,aws docker kubernetes cloud,7.85,4,2,10,DevOps Engineer
CSE,ai deep learning neural networks,8.38,3,0,10,AI Engineer
CSE,python machine learning ai data analysis,7.93,3,2,6,Data Scientist
CSE,construction surveying site work,7.49,2,1,6,Site Engineer
CSE,react node mongodb fullstack,8.77,3,0,6,Full Stack Developer
CSE,python flask apis backend,7.79,1,1,6,Backend Developer
CSE,construction surveying site work,7.74,4,0,10,Site Engineer
CSE,signal processing electronics,8.98,1,0,6,Embedded Engineer
CSE,embedded c microcontrollers,9.47,1,1,7,Embedded Engineer
CSE,robotics automation design,8.73,4,0,8,Design Engineer
CSE,verilog vlsi design circuits,7.69,2,1,10,Hardware Engineer
CSE,embedded c microcontrollers,8.51,1,0,8,Embedded Engineer
CSE,infrastructure design planning,8.84,3,2,6,Site Engineer
CSE,mechanical cad cam,6.58,5,1,10,Mechanical Engineer
CSE,iot sensors arduino embedded,8.48,4,2,8,IoT Engineer
CSE,cyber security linux networking,9.29,3,2,7,Security Analyst
CSE,verilog vlsi design circuits,8.62,2,0,6,Hardware Engineer
CSE,python flask apis backend,9.44,3,0,6,Backend Developer
CSE,python machine learning ai data analysis,7.07,3,2,9,Data Scientist
CSE,iot sensors arduino embedded,8.49,4,1,8,IoT Engineer
CSE,verilog vlsi design circuits,6.54,3,1,9,Hardware Engineer
CSE,nodejs express mongodb api,9.2,3,1,9,Backend Developer
CSE,signal processing electronics,9.12,1,0,7,Embedded Engineer
CSE,autocad solidworks design,7.13,5,0,6,Design Engineer
CSE,python machine learning ai data analysis,7.48,2,0,7,Data Scientist
CSE,thermal systems manufacturing,7.68,5,1,10,Mechanical Engineer
CSE,python machine learning ai data analysis,8.14,1,0,10,Data Scientist
CSE,geotechnical civil engineering,7.77,2,1,6,Civil Engineer
CSE,signal processing electronics,6.84,2,0,7,Embedded Engineer
CSE,infrastructure design planning,7.35,2,0,7,Site Engineer
CSE,nodejs express mongodb api,7.5,2,2,9,Backend Developer
CSE,django python sql backend,8.55,4,0,9,Backend Developer
CSE,react node mongodb fullstack,6.55,3,2,6,Full Stack Developer
CSE,nodejs express mongodb api,7.68,1,1,10,Backend Developer
CSE,python machine learning ai data analysis,9.21,1,2,7,Data Scientist
CSE,embedded c microcontrollers,8.46,3,2,8,Embedded Engineer
CSE,construction surveying site work,7.96,1,1,10,Site Engineer
CSE,python machine learning ai data analysis,8.71,2,0,7,Data Scientist
CSE,embedded c microcontrollers,7.96,4,1,10,Embedded Engineer
CSE,structure planning autocad,7.25,1,0,6,Civil Engineer
CSE,autocad solidworks design,7.73,5,1,7,Design Engineer
CSE,django python sql backend,8.48,3,2,10,Backend Developer
CSE,embedded c microcontrollers,9.0,5,2,8,Embedded Engineer
CSE,aws docker kubernetes cloud,7.59,2,2,7,DevOps Engineer
CSE,python flask apis backend,7.69,3,1,10,Backend Developer
CSE,iot sensors arduino embedded,8.78,2,2,7,IoT Engineer
CSE,ai deep learning neural networks,9.24,5,1,9,AI Engineer
CSE,python flask apis backend,8.28,5,2,8,Backend Developer
CSE,python machine learning ai data analysis,7.13,3,0,7,Data Scientist
CSE,infrastructure design planning,8.17,3,2,6,Site Engineer
CSE,iot sensors arduino embedded,9.04,4,1,8,IoT Engineer
CSE,ai deep learning neural networks,6.7,4,2,10,AI Engineer
CSE,infrastructure design planning,9.16,3,2,6,Site Engineer
CSE,html css javascript react,6.61,2,1,7,Frontend Developer
CSE,verilog vlsi design circuits,7.53,3,0,9,Hardware Engineer
CSE,python flask apis backend,7.54,2,0,7,Backend Developer
CSE,java spring boot microservices,7.83,2,2,7,Software Engineer
CSE,geotechnical civil engineering,8.79,5,1,8,Civil Engineer
CSE,java spring boot microservices,8.51,5,2,6,Software Engineer
CSE,html css javascript react,7.36,1,0,10,Frontend Developer
CSE,geotechnical civil engineering,8.76,3,1,10,Civil Engineer
CSE,verilog vlsi design circuits,7.81,4,0,8,Hardware Engineer
CSE,geotechnical civil engineering,7.6,4,2,7,Civil Engineer
CSE,java spring boot microservices,7.02,3,0,9,Software Engineer
CSE,construction surveying site work,9.21,5,2,6,Site Engineer
CSE,html css javascript react,7.76,4,2,9,Frontend Developer
CSE,infrastructure design planning,6.94,3,1,10,Site Engineer
CSE,python machine learning ai data analysis,8.95,3,0,6,Data Scientist
CSE,mechanical cad cam,6.75,1,1,7,Mechanical Engineer
