branch,skills,cgpa,projects,internships,communication,career
IT,react node mongodb fullstack,7.78,4,0,10,Backend Developer
CSE,django python sql backend,6.89,2,2,6,Frontend Developer
CE,infrastructure design planning,7.48,1,0,8,Site Engineer
IT,java spring boot microservices,6.88,3,1,7,Full Stack Developer
CSE,ai deep learning neural networks,8.4,1,2,10,Backend Developer
IT,cyber security linux networking,7.7,5,1,8,Full Stack Developer
IT,aws docker kubernetes cloud,7.01,4,0,9,Security Analyst
IT,aws docker kubernetes cloud,7.04,2,1,8,Software Engineer
ECE,signal processing electronics,9.49,5,1,7,Embedded Engineer
IT,python flask apis backend,7.58,3,2,9,Backend Developer
CSE,ai deep learning neural networks,6.93,1,0,6,Data Scientist
CE,infrastructure design planning,6.92,1,1,9,Site Engineer
ECE,verilog vlsi design circuits,6.6,3,1,10,IoT Engineer
ECE,signal processing electronics,9.34,1,1,7,IoT Engineer
IT,react node mongodb fullstack,9.23,5,0,9,Software Engineer
ME,thermal systems manufacturing,7.53,2,0,10,Design Engineer
IT,aws docker kubernetes cloud,7.62,4,1,7,Backend Developer
ECE,iot sensors arduino embedded,8.52,2,0,9,Hardware Engineer
CE,geotechnical civil engineering,7.2,4,0,8,Site Engineer
ECE,verilog vlsi design circuits,8.23,2,1,8,Hardware Engineer
CSE,html css javascript react,6.51,1,0,8,Backend Developer
IT,aws docker kubernetes cloud,8.08,5,0,7,Software Engineer
CE,construction surveying site work,7.05,4,2,10,Civil Engineer
ME,thermal systems manufacturing,7.62,3,2,8,Design Engineer
IT,cyber security linux networking,8.81,4,2,10,Full Stack Developer
ECE,verilog vlsi design circuits,8.49,1,0,8,IoT Engineer
ME,robotics automation design,9.38,5,2,10,Mechanical Engineer
CE,construction surveying site work,8.27,5,2,6,Site Engineer
ME,robotics automation design,6.72,3,2,7,Mechanical Engineer
IT,cyber security linux networking,7.68,2,1,9,Full Stack Developer
ME,mechanical cad cam,6.61,4,0,7,Design Engineer
CSE,django python sql backend,8.62,4,2,7,AI Engineer
CSE,html css javascript react,7.8,1,0,6,Data Scientist
CE,geotechnical civil engineering,7.09,3,1,6,Site Engineer
ME,autocad solidworks design,8.83,1,2,7,Mechanical Engineer
IT,python flask apis backend,7.95,1,0,8,Security Analyst
CE,geotechnical civil engineering,8.8,2,2,7,Civil Engineer
CSE,python machine learning ai data analysis,8.99,4,1,10,Backend Developer
IT,cyber security linux networking,6.68,1,1,9,Full Stack Developer
ECE,verilog vlsi design circuits,8.5,5,2,7,Hardware Engineer
IT,aws docker kubernetes cloud,8.64,1,0,7,DevOps Engineer
CE,geotechnical civil engineering,9.11,2,0,6,Civil Engineer
ME,thermal systems manufacturing,6.57,5,0,6,Mechanical Engineer
ME,thermal systems manufacturing,6.55,3,1,10,Mechanical Engineer
IT,cyber security linux networking,8.44,3,0,8,DevOps Engineer
ECE,signal processing electronics,6.56,2,2,9,IoT Engineer
ME,thermal systems manufacturing,7.6,3,0,7,Mechanical Engineer
IT,cyber security linux networking,8.23,1,1,6,Software Engineer
ME,robotics automation design,6.95,1,2,9,Mechanical Engineer
CSE,ai deep learning neural networks,8.19,1,1,6,Backend Developer
ECE,signal processing electronics,7.33,2,1,8,Hardware Engineer
IT,react node mongodb fullstack,8.51,2,2,8,Full Stack Developer
IT,python flask apis backend,7.71,2,0,7,Security Analyst
CSE,html css javascript react,7.02,4,1,8,Data Scientist
CSE,nodejs express mongodb api,7.67,3,0,7,Mobile App Developer
ME,robotics automation design,8.75,3,0,6,Design Engineer
IT,aws docker kubernetes cloud,8.79,2,0,10,DevOps Engineer
CSE,nodejs express mongodb api,8.31,3,0,10,Backend Developer
IT,python flask apis backend,6.72,1,0,10,Full Stack Developer
IT,aws docker kubernetes cloud,9.4,2,2,7,Software Engineer
ECE,signal processing electronics,7.42,1,2,6,Embedded Engineer
IT,cyber security linux networking,9.01,1,1,7,Full Stack Developer
CSE,python machine learning ai data analysis,8.77,5,2,10,AI Engineer
ECE,signal processing electronics,8.05,1,2,7,Embedded Engineer
CSE,nodejs express mongodb api,9.24,5,2,10,Frontend Developer
ME,thermal systems manufacturing,8.15,3,2,9,Mechanical Engineer
ECE,verilog vlsi design circuits,8.95,5,0,8,Hardware Engineer
ECE,embedded c microcontrollers,8.98,2,2,6,Embedded Engineer
ECE,embedded c microcontrollers,7.89,1,0,9,IoT Engineer
ECE,verilog vlsi design circuits,6.81,4,0,10,Hardware Engineer
ECE,iot sensors arduino embedded,7.82,3,2,8,Hardware Engineer
CE,geotechnical civil engineering,7.85,4,1,7,Civil Engineer
CE,geotechnical civil engineering,8.34,1,1,7,Site Engineer
CE,geotechnical civil engineering,9.45,2,1,6,Civil Engineer
IT,aws docker kubernetes cloud,9.18,2,1,10,Software Engineer
IT,java spring boot microservices,6.76,1,1,8,Full Stack Developer
ECE,verilog vlsi design circuits,7.29,2,1,9,Hardware Engineer
CSE,nodejs express mongodb api,8.21,3,2,10,Backend Developer
ECE,embedded c microcontrollers,6.89,5,2,10,IoT Engineer
CE,structure planning autocad,9.37,2,1,9,Civil Engineer
IT,python flask apis backend,7.73,1,0,6,Full Stack Developer
CSE,django python sql backend,9.2,3,2,6,Frontend Developer
CE,infrastructure design planning,7.81,3,2,8,Site Engineer
ECE,embedded c microcontrollers,8.32,4,0,8,Hardware Engineer
CE,structure planning autocad,8.61,2,2,7,Civil Engineer
IT,java spring boot microservices,8.77,2,0,6,DevOps Engineer
IT,python flask apis backend,7.26,2,1,9,DevOps Engineer
CE,construction surveying site work,8.86,3,1,9,Civil Engineer
CSE,django python sql backend,9.26,3,0,10,Mobile App Developer
CE,geotechnical civil engineering,7.76,1,0,7,Civil Engineer
CSE,flutter mobile apps firebase,8.3,1,2,8,Mobile App Developer
ME,autocad solidworks design,7.0,5,2,6,Design Engineer
CSE,flutter mobile apps firebase,7.66,5,2,7,Mobile App Developer
IT,react node mongodb fullstack,7.44,5,1,7,Backend Developer
CE,geotechnical civil engineering,8.07,2,0,10,Civil Engineer
CSE,html css javascript react,9.32,5,0,8,Frontend Developer
IT,python flask apis backend,9.08,4,2,6,Full Stack Developer
CSE,ai deep learning neural networks,7.62,4,0,6,Frontend Developer
CE,geotechnical civil engineering,8.47,5,2,10,Civil Engineer
ECE,iot sensors arduino embedded,8.37,1,2,7,Embedded Engineer
ME,autocad solidworks design,8.09,3,2,6,Mechanical Engineer
IT,cyber security linux networking,8.72,3,0,9,DevOps Engineer
ME,mechanical cad cam,8.82,3,1,7,Mechanical Engineer
ME,mechanical cad cam,6.8,4,0,6,Design Engineer
ME,mechanical cad cam,8.79,1,2,6,Mechanical Engineer
CE,geotechnical civil engineering,7.84,3,0,8,Civil Engineer
ME,mechanical cad cam,8.31,4,1,8,Design Engineer
ECE,signal processing electronics,6.51,1,0,9,Hardware Engineer
CSE,flutter mobile apps firebase,9.11,1,0,9,AI Engineer
CSE,python machine learning ai data analysis,7.83,2,2,7,Mobile App Developer
CE,infrastructure design planning,7.65,5,1,10,Site Engineer
CE,geotechnical civil engineering,9.19,4,0,6,Civil Engineer
CSE,nodejs express mongodb api,9.4,1,1,7,Data Scientist
IT,react node mongodb fullstack,7.95,3,2,7,Security Analyst
IT,cyber security linux networking,7.6,2,2,7,Full Stack Developer
ECE,signal processing electronics,7.27,4,1,10,Embedded Engineer
CE,geotechnical civil engineering,8.37,1,2,10,Site Engineer
IT,cyber security linux networking,6.85,2,2,9,Software Engineer
ME,mechanical cad cam,9.07,5,1,10,Mechanical Engineer
CSE,python machine learning ai data analysis,8.98,1,0,8,Frontend Developer
IT,java spring boot microservices,7.65,4,2,8,Backend Developer
CE,infrastructure design planning,7.52,1,0,6,Site Engineer
CE,structure planning autocad,8.73,5,2,7,Civil Engineer
CE,construction surveying site work,7.69,4,0,8,Civil Engineer
CE,geotechnical civil engineering,8.09,4,0,9,Civil Engineer
CSE,html css javascript react,8.27,3,1,9,Mobile App Developer
CE,infrastructure design planning,7.62,1,0,6,Civil Engineer
ECE,signal processing electronics,7.38,5,2,8,Embedded Engineer
CE,infrastructure design planning,8.11,1,2,7,Site Engineer
CE,infrastructure design planning,7.77,5,2,7,Civil Engineer
CSE,ai deep learning neural networks,6.6,4,0,7,Frontend Developer
ECE,verilog vlsi design circuits,7.16,4,2,6,Embedded Engineer
CE,infrastructure design planning,7.83,3,1,7,Site Engineer
ME,autocad solidworks design,8.74,5,2,10,Design Engineer
ECE,embedded c microcontrollers,8.56,5,0,7,Hardware Engineer
CE,construction surveying site work,7.67,3,2,10,Civil Engineer
CSE,flutter mobile apps firebase,9.43,2,2,10,Backend Developer
ME,autocad solidworks design,6.98,5,1,7,Mechanical Engineer
IT,java spring boot microservices,6.65,4,1,7,Software Engineer
IT,cyber security linux networking,7.94,5,1,6,DevOps Engineer
ME,robotics automation design,8.24,5,1,6,Design Engineer
CE,structure planning autocad,7.76,5,2,8,Civil Engineer
ECE,signal processing electronics,9.04,2,2,9,IoT Engineer
ECE,signal processing electronics,7.29,5,0,10,Hardware Engineer
ECE,embedded c microcontrollers,8.52,2,0,8,IoT Engineer
CE,construction surveying site work,9.33,4,0,7,Site Engineer
ME,autocad solidworks design,9.09,5,0,6,Mechanical Engineer
IT,react node mongodb fullstack,6.77,5,2,10,DevOps Engineer
IT,python flask apis backend,7.49,2,2,9,DevOps Engineer
IT,python flask apis backend,7.6,5,2,7,Full Stack Developer
ME,thermal systems manufacturing,7.59,1,0,6,Mechanical Engineer
IT,python flask apis backend,6.87,4,0,6,Backend Developer
ME,robotics automation design,7.18,1,0,7,Design Engineer
IT,react node mongodb fullstack,8.3,1,2,8,Full Stack Developer
ECE,signal processing electronics,8.48,4,2,6,Embedded Engineer
ME,thermal systems manufacturing,9.29,3,2,8,Design Engineer
IT,aws docker kubernetes cloud,7.53,3,0,10,Backend Developer
IT,aws docker kubernetes cloud,7.53,3,0,7,Full Stack Developer
CSE,django python sql backend,6.58,3,2,8,AI Engineer
ECE,iot sensors arduino embedded,7.4,3,2,10,Embedded Engineer
CE,construction surveying site work,8.63,3,0,6,Site Engineer
ECE,iot sensors arduino embedded,7.37,1,2,10,IoT Engineer
ME,thermal systems manufacturing,7.26,4,2,10,Mechanical Engineer
CSE,django python sql backend,9.44,5,1,9,Frontend Developer
CSE,html css javascript react,8.42,1,1,6,Data Scientist
ECE,signal processing electronics,8.72,1,2,8,Hardware Engineer
ME,autocad solidworks design,8.12,3,1,8,Design Engineer
ECE,verilog vlsi design circuits,6.94,3,0,9,Embedded Engineer
IT,react node mongodb fullstack,7.71,3,0,9,Security Analyst
CSE,ai deep learning neural networks,9.5,4,2,9,Mobile App Developer
CSE,flutter mobile apps firebase,7.55,2,0,7,Frontend Developer
CE,construction surveying site work,7.08,5,2,8,Site Engineer
ME,mechanical cad cam,8.7,5,1,9,Mechanical Engineer
ECE,iot sensors arduino embedded,7.35,5,1,9,Hardware Engineer
CSE,nodejs express mongodb api,8.19,2,0,8,Frontend Developer
IT,java spring boot microservices,8.51,4,2,10,Security Analyst
ECE,iot sensors arduino embedded,6.77,1,0,9,Hardware Engineer
ME,mechanical cad cam,9.44,5,0,7,Mechanical Engineer
IT,react node mongodb fullstack,6.57,3,2,8,Security Analyst
ECE,verilog vlsi design circuits,8.17,4,1,9,IoT Engineer
CE,construction surveying site work,8.24,3,0,8,Civil Engineer
IT,aws docker kubernetes cloud,8.35,4,2,9,Software Engineer
CE,construction surveying site work,7.34,5,1,8,Civil Engineer
IT,python flask apis backend,8.07,3,0,8,Backend Developer
CSE,python machine learning ai data analysis,7.8,3,0,6,Mobile App Developer
IT,cyber security linux networking,8.75,3,1,8,Backend Developer
ECE,verilog vlsi design circuits,9.39,3,0,9,IoT Engineer
ME,thermal systems manufacturing,7.54,1,0,9,Design Engineer
ECE,iot sensors arduino embedded,9.04,4,0,10,IoT Engineer
CE,construction surveying site work,6.59,1,2,9,Civil Engineer
ECE,verilog vlsi design circuits,6.84,3,0,9,Embedded Engineer
ECE,embedded c microcontrollers,7.68,1,2,8,Hardware Engineer
IT,aws docker kubernetes cloud,8.73,5,0,8,Security Analyst
IT,react node mongodb fullstack,8.85,2,0,10,Backend Developer
ME,thermal systems manufacturing,7.94,4,2,9,Design Engineer
ME,mechanical cad cam,7.57,1,0,10,Mechanical Engineer
ECE,iot sensors arduino embedded,8.9,3,2,9,IoT Engineer
IT,java spring boot microservices,9.05,4,2,9,Security Analyst
ECE,signal processing electronics,9.05,4,0,6,IoT Engineer
ECE,verilog vlsi design circuits,7.7,3,0,10,IoT Engineer
ECE,signal processing electronics,9.22,2,2,9,Hardware Engineer
CE,structure planning autocad,9.2,5,2,6,Civil Engineer
ME,robotics automation design,7.77,4,1,8,Mechanical Engineer
CE,infrastructure design planning,9.36,3,0,7,Site Engineer
IT,aws docker kubernetes cloud,7.66,4,0,10,Security Analyst
IT,python flask apis backend,7.61,4,0,8,Security Analyst
IT,react node mongodb fullstack,6.65,4,1,10,Backend Developer
CSE,python machine learning ai data analysis,7.7,1,2,7,Data Scientist
CSE,nodejs express mongodb api,7.64,1,0,7,Mobile App Developer
CE,infrastructure design planning,7.86,1,0,8,Civil Engineer
ECE,signal processing electronics,9.14,1,1,8,IoT Engineer
ME,autocad solidworks design,9.2,4,2,6,Design Engineer
ECE,signal processing electronics,7.31,2,0,8,IoT Engineer
CSE,python machine learning ai data analysis,6.69,4,1,7,Frontend Developer
ME,robotics automation design,7.23,1,2,6,Design Engineer
CSE,django python sql backend,9.04,2,1,10,Frontend Developer
CSE,nodejs express mongodb api,9.0,3,2,6,Backend Developer
ECE,verilog vlsi design circuits,7.87,1,2,8,IoT Engineer
CSE,html css javascript react,8.0,2,0,6,AI Engineer
CSE,nodejs express mongodb api,7.44,1,2,10,Backend Developer
CSE,python machine learning ai data analysis,6.82,4,0,7,Mobile App Developer
CSE,html css javascript react,8.79,2,2,9,Mobile App Developer
ECE,embedded c microcontrollers,6.92,2,0,10,Embedded Engineer
ECE,signal processing electronics,8.38,1,2,6,IoT Engineer
CE,structure planning autocad,9.35,1,0,9,Site Engineer
ECE,signal processing electronics,6.59,5,1,7,IoT Engineer
ECE,iot sensors arduino embedded,7.64,1,2,9,Hardware Engineer
ME,robotics automation design,7.22,3,2,6,Design Engineer
IT,python flask apis backend,9.3,5,2,6,DevOps Engineer
IT,react node mongodb fullstack,7.4,4,2,6,Security Analyst
IT,aws docker kubernetes cloud,7.91,2,1,9,Full Stack Developer
ME,mechanical cad cam,9.29,3,1,7,Mechanical Engineer
ECE,verilog vlsi design circuits,9.13,3,2,8,IoT Engineer
CSE,django python sql backend,7.66,3,2,7,Mobile App Developer
ECE,iot sensors arduino embedded,6.7,1,0,7,IoT Engineer
IT,java spring boot microservices,7.39,1,1,7,Security Analyst
ME,robotics automation design,9.07,5,1,8,Mechanical Engineer
ECE,iot sensors arduino embedded,7.72,1,2,9,IoT Engineer
CE,construction surveying site work,9.38,4,1,9,Site Engineer
ECE,embedded c microcontrollers,9.28,2,0,9,Hardware Engineer
ME,robotics automation design,7.72,2,0,7,Mechanical Engineer
IT,react node mongodb fullstack,8.21,1,2,10,Security Analyst
CE,construction surveying site work,6.66,3,1,10,Civil Engineer
CSE,nodejs express mongodb api,7.32,4,2,7,Backend Developer
ECE,embedded c microcontrollers,9.23,3,1,6,Hardware Engineer
ECE,embedded c microcontrollers,8.11,1,0,9,IoT Engineer
ECE,signal processing electronics,9.07,4,0,8,Hardware Engineer
ECE,signal processing electronics,7.41,1,2,10,IoT Engineer
ECE,iot sensors arduino embedded,8.54,3,0,6,IoT Engineer
CSE,ai deep learning neural networks,7.19,2,1,9,Mobile App Developer
CE,construction surveying site work,9.31,1,2,7,Site Engineer
ME,robotics automation design,7.42,2,2,8,Design Engineer
CSE,flutter mobile apps firebase,8.18,4,0,8,Data Scientist
IT,aws docker kubernetes cloud,9.49,2,0,8,Software Engineer
ME,mechanical cad cam,6.77,4,0,9,Mechanical Engineer
CE,infrastructure design planning,6.91,1,1,7,Civil Engineer
IT,react node mongodb fullstack,7.75,4,2,10,Backend Developer
CSE,python machine learning ai data analysis,6.64,2,2,8,AI Engineer
ME,autocad solidworks design,7.5,1,0,7,Mechanical Engineer
ME,autocad solidworks design,8.8,3,1,7,Mechanical Engineer
ECE,iot sensors arduino embedded,6.55,4,0,9,Hardware Engineer
CSE,html css javascript react,7.21,2,2,7,Mobile App Developer
CE,geotechnical civil engineering,7.41,1,2,10,Civil Engineer
CE,infrastructure design planning,6.94,4,1,6,Site Engineer
ME,autocad solidworks design,9.27,1,0,8,Mechanical Engineer
ECE,embedded c microcontrollers,8.56,4,1,9,IoT Engineer
IT,java spring boot microservices,8.28,1,1,6,DevOps Engineer
ME,autocad solidworks design,7.84,5,0,8,Mechanical Engineer
CSE,nodejs express mongodb api,9.39,1,1,7,Frontend Developer
CSE,nodejs express mongodb api,7.96,1,1,10,Mobile App Developer
CSE,django python sql backend,8.94,4,1,9,Frontend Developer
ECE,embedded c microcontrollers,8.11,4,0,6,Hardware Engineer
CE,geotechnical civil engineering,9.25,4,0,9,Site Engineer
ECE,verilog vlsi design circuits,8.61,5,0,7,IoT Engineer
IT,react node mongodb fullstack,7.81,5,0,8,Full Stack Developer
CSE,ai deep learning neural networks,7.11,1,0,6,Frontend Developer
IT,python flask apis backend,6.54,1,0,7,Security Analyst
CSE,ai deep learning neural networks,8.88,2,2,10,Backend Developer
CSE,flutter mobile apps firebase,8.02,1,0,8,Backend Developer
CE,construction surveying site work,8.87,1,2,9,Site Engineer
ME,autocad solidworks design,9.02,4,2,6,Design Engineer
ECE,verilog vlsi design circuits,8.55,4,1,6,Embedded Engineer
CE,structure planning autocad,7.81,4,1,7,Site Engineer
CSE,ai deep learning neural networks,6.69,3,0,7,Backend Developer
CE,geotechnical civil engineering,6.69,3,1,10,Civil Engineer
CSE,html css javascript react,8.49,4,0,7,Frontend Developer
CE,construction surveying site work,8.96,5,2,10,Site Engineer
ECE,signal processing electronics,6.64,3,1,6,Embedded Engineer
ME,autocad solidworks design,8.94,2,1,8,Design Engineer
CSE,nodejs express mongodb api,8.43,2,1,8,Mobile App Developer
CE,structure planning autocad,8.44,1,1,8,Site Engineer
ECE,iot sensors arduino embedded,8.36,1,2,8,IoT Engineer
CE,infrastructure design planning,9.32,1,2,7,Site Engineer
CSE,html css javascript react,8.41,2,1,10,Data Scientist
CSE,html css javascript react,7.66,1,1,7,Data Scientist
CE,construction surveying site work,7.85,4,1,6,Site Engineer
CSE,django python sql backend,7.31,1,1,9,AI Engineer
ECE,iot sensors arduino embedded,8.27,1,2,6,Embedded Engineer
ECE,embedded c microcontrollers,9.1,3,2,6,Hardware Engineer
CE,construction surveying site work,6.65,5,1,6,Civil Engineer
ME,robotics automation design,6.88,2,0,7,Design Engineer
ECE,iot sensors arduino embedded,8.68,1,0,7,Hardware Engineer
ECE,signal processing electronics,6.91,2,0,6,Embedded Engineer
ECE,iot sensors arduino embedded,9.25,5,1,10,Hardware Engineer
IT,python flask apis backend,8.78,3,2,8,Backend Developer
CE,geotechnical civil engineering,7.07,4,0,10,Civil Engineer
ECE,embedded c microcontrollers,7.75,1,0,6,IoT Engineer
CSE,html css javascript react,8.65,2,1,6,Mobile App Developer
ECE,iot sensors arduino embedded,7.79,2,1,9,IoT Engineer
CSE,nodejs express mongodb api,6.65,4,2,6,Data Scientist
CSE,flutter mobile apps firebase,8.66,1,2,7,Frontend Developer
ME,mechanical cad cam,6.54,2,0,8,Design Engineer
ME,mechanical cad cam,9.02,1,2,9,Design Engineer
ME,thermal systems manufacturing,7.13,1,2,7,Mechanical Engineer
CE,geotechnical civil engineering,8.34,2,1,8,Civil Engineer
ME,mechanical cad cam,7.09,3,2,6,Design Engineer
CE,construction surveying site work,9.3,2,2,9,Site Engineer
ME,robotics automation design,8.62,1,2,9,Mechanical Engineer
ME,thermal systems manufacturing,7.36,5,2,7,Mechanical Engineer
ECE,verilog vlsi design circuits,7.43,3,0,8,Embedded Engineer
CSE,nodejs express mongodb api,8.86,2,2,7,Data Scientist
ECE,verilog vlsi design circuits,8.23,2,2,9,IoT Engineer
ME,robotics automation design,6.83,3,2,7,Design Engineer
ME,mechanical cad cam,9.08,1,2,7,Mechanical Engineer
CE,infrastructure design planning,6.68,3,1,6,Civil Engineer
ECE,signal processing electronics,8.97,2,0,10,Hardware Engineer
CSE,django python sql backend,8.51,1,2,8,Data Scientist
CE,structure planning autocad,7.6,1,1,7,Site Engineer
CE,structure planning autocad,8.53,2,2,6,Civil Engineer
CE,geotechnical civil engineering,7.79,5,1,6,Site Engineer
CSE,html css javascript react,7.98,5,0,8,AI Engineer
CE,structure planning autocad,8.3,3,1,6,Site Engineer
CE,infrastructure design planning,9.04,4,2,10,Civil Engineer
ECE,signal processing electronics,9.24,1,1,9,Hardware Engineer
IT,python flask apis backend,8.87,1,1,8,DevOps Engineer
CE,structure planning autocad,7.17,4,2,6,Civil Engineer
CSE,ai deep learning neural networks,7.64,3,0,6,Backend Developer
IT,react node mongodb fullstack,7.91,5,1,10,Full Stack Developer
ECE,verilog vlsi design circuits,7.08,2,2,8,Hardware Engineer
CE,structure planning autocad,7.64,2,2,6,Site Engineer
IT,aws docker kubernetes cloud,7.29,2,2,8,Software Engineer
IT,cyber security linux networking,6.69,1,0,9,Backend Developer
IT,react node mongodb fullstack,9.21,4,2,8,DevOps Engineer
ECE,verilog vlsi design circuits,7.2,1,1,8,Hardware Engineer
IT,cyber security linux networking,8.42,2,2,6,Security Analyst
ME,mechanical cad cam,9.47,1,1,7,Mechanical Engineer
IT,python flask apis backend,7.26,2,2,10,Backend Developer
CE,geotechnical civil engineering,8.34,5,2,6,Site Engineer
CE,geotechnical civil engineering,8.64,3,2,6,Site Engineer
IT,python flask apis backend,7.14,2,1,7,Security Analyst
CSE,django python sql backend,8.4,3,2,7,Backend Developer
ME,autocad solidworks design,7.48,5,2,7,Design Engineer
CSE,nodejs express mongodb api,8.66,5,2,7,Data Scientist
IT,react node mongodb fullstack,9.41,4,2,6,Security Analyst
CSE,ai deep learning neural networks,8.76,2,1,9,Data Scientist
CE,structure planning autocad,8.1,3,2,10,Civil Engineer
IT,java spring boot microservices,6.6,5,1,6,Security Analyst
IT,aws docker kubernetes cloud,8.3,2,2,9,Security Analyst
ECE,embedded c microcontrollers,6.64,3,0,10,Hardware Engineer
CSE,html css javascript react,9.29,3,1,6,Mobile App Developer
IT,react node mongodb fullstack,7.05,5,2,6,Security Analyst
ECE,verilog vlsi design circuits,8.12,3,2,7,Hardware Engineer
ECE,signal processing electronics,7.59,4,0,10,Embedded Engineer
IT,cyber security linux networking,7.62,3,1,6,Full Stack Developer
ECE,signal processing electronics,8.27,4,0,8,Embedded Engineer
ECE,verilog vlsi design circuits,7.22,2,2,7,Embedded Engineer
CE,geotechnical civil engineering,9.16,4,0,10,Site Engineer
ECE,embedded c microcontrollers,8.66,5,2,7,Embedded Engineer
CE,construction surveying site work,8.15,3,2,7,Site Engineer
CSE,ai deep learning neural networks,7.82,5,0,10,AI Engineer
IT,cyber security linux networking,8.5,3,2,9,Full Stack Developer
CSE,ai deep learning neural networks,6.9,3,1,6,Data Scientist
CE,infrastructure design planning,7.4,1,0,6,Civil Engineer
ECE,verilog vlsi design circuits,8.65,4,2,7,Hardware Engineer
ECE,iot sensors arduino embedded,8.69,3,2,10,IoT Engineer
CSE,ai deep learning neural networks,7.93,4,2,6,Frontend Developer
IT,java spring boot microservices,9.04,4,1,6,DevOps Engineer
CE,infrastructure design planning,8.68,2,0,9,Civil Engineer
CE,construction surveying site work,7.48,1,1,7,Civil Engineer
ME,robotics automation design,7.18,4,2,10,Design Engineer
ME,robotics automation design,8.73,2,0,10,Mechanical Engineer
CSE,ai deep learning neural networks,6.96,4,1,9,Mobile App Developer
CE,construction surveying site work,8.07,4,1,6,Civil Engineer
ME,robotics automation design,9.06,3,1,7,Mechanical Engineer
CSE,nodejs express mongodb api,7.41,4,2,8,AI Engineer
CSE,flutter mobile apps firebase,7.57,5,1,10,Data Scientist
IT,java spring boot microservices,8.54,3,1,9,Security Analyst
CE,construction surveying site work,8.66,3,0,9,Site Engineer
CE,structure planning autocad,7.37,1,0,6,Site Engineer
CSE,nodejs express mongodb api,7.76,2,2,6,Backend Developer
ME,mechanical cad cam,8.38,1,0,10,Design Engineer
IT,react node mongodb fullstack,9.19,1,1,7,DevOps Engineer
CE,infrastructure design planning,8.2,3,2,10,Civil Engineer
CE,infrastructure design planning,6.68,4,0,10,Site Engineer
ME,mechanical cad cam,7.59,5,1,8,Mechanical Engineer
ECE,verilog vlsi design circuits,6.73,2,0,10,Embedded Engineer
ME,autocad solidworks design,9.19,1,0,9,Mechanical Engineer
CE,construction surveying site work,8.99,1,2,10,Site Engineer
IT,aws docker kubernetes cloud,8.36,5,2,6,DevOps Engineer
ME,robotics automation design,8.8,3,2,6,Design Engineer
CE,construction surveying site work,9.16,4,0,8,Civil Engineer
ECE,embedded c microcontrollers,9.48,1,0,7,Embedded Engineer
CE,construction surveying site work,8.13,4,0,8,Site Engineer
ECE,embedded c microcontrollers,7.75,1,1,6,IoT Engineer
ME,autocad solidworks design,8.36,5,0,6,Mechanical Engineer
CSE,html css javascript react,7.16,4,0,6,AI Engineer
IT,aws docker kubernetes cloud,8.15,2,2,6,Software Engineer
ECE,embedded c microcontrollers,9.34,1,0,9,IoT Engineer
CSE,nodejs express mongodb api,6.5,3,1,6,Data Scientist
IT,aws docker kubernetes cloud,8.33,3,1,10,DevOps Engineer
IT,java spring boot microservices,7.58,2,1,9,Security Analyst
IT,java spring boot microservices,9.01,1,1,8,Backend Developer
CSE,flutter mobile apps firebase,7.97,3,0,10,Backend Developer
CE,infrastructure design planning,6.57,3,1,9,Site Engineer
CSE,flutter mobile apps firebase,9.02,1,1,10,Mobile App Developer
CE,structure planning autocad,8.75,5,2,8,Site Engineer
CSE,ai deep learning neural networks,8.49,3,0,8,Data Scientist
IT,aws docker kubernetes cloud,9.02,4,0,9,Security Analyst
ECE,signal processing electronics,7.11,1,1,7,Hardware Engineer
CSE,python machine learning ai data analysis,6.69,3,1,8,Mobile App Developer
IT,python flask apis backend,8.87,2,1,7,Security Analyst
ECE,signal processing electronics,6.98,2,0,8,Embedded Engineer
ME,autocad solidworks design,7.95,3,2,10,Mechanical Engineer
ECE,iot sensors arduino embedded,6.82,3,0,8,IoT Engineer
ME,autocad solidworks design,6.85,2,2,6,Design Engineer
CE,structure planning autocad,8.76,2,0,7,Site Engineer
CE,geotechnical civil engineering,6.54,5,0,8,Site Engineer
ME,autocad solidworks design,7.68,1,0,7,Design Engineer
ECE,verilog vlsi design circuits,7.66,2,1,9,Embedded Engineer
ECE,verilog vlsi design circuits,8.85,1,1,10,IoT Engineer
CSE,html css javascript react,8.22,3,0,8,Data Scientist
ME,robotics automation design,7.61,3,2,9,Design Engineer
ME,thermal systems manufacturing,8.03,4,0,8,Design Engineer
CSE,nodejs express mongodb api,7.27,1,2,6,Backend Developer
ME,mechanical cad cam,6.97,5,1,8,Mechanical Engineer
CSE,python machine learning ai data analysis,7.68,4,1,6,Data Scientist
CSE,ai deep learning neural networks,7.2,3,2,10,Backend Developer
ME,autocad solidworks design,9.32,1,2,9,Design Engineer
ECE,iot sensors arduino embedded,7.99,4,0,8,Embedded Engineer
IT,java spring boot microservices,9.21,2,0,9,Security Analyst
ME,thermal systems manufacturing,6.96,4,2,8,Design Engineer
ME,autocad solidworks design,9.5,4,0,8,Design Engineer
CSE,ai deep learning neural networks,7.14,3,0,7,Frontend Developer
CSE,nodejs express mongodb api,8.04,4,0,9,Data Scientist
ECE,signal processing electronics,8.15,5,1,6,Embedded Engineer
ME,autocad solidworks design,8.63,2,2,8,Mechanical Engineer
ECE,signal processing electronics,7.7,1,1,6,Embedded Engineer
